CTRY_NAME,FORPORT_NAME,FORPORT_CD
Nigeria,Opobo,75300
Nigeria,Pennington,75380
Nigeria,Pennington Terminal,75380
Nigeria,Port Harcourt,75385
Nigeria,Qua Iboe Terminal,75389
Nigeria,Que Iboe,75389
Nigeria,Sapele,75383
Nigeria,Tin Can Island,75367
Nigeria,Ukpokiti,75323
Nigeria,Warri,75387
Niue,Alofi,61481
Niue,Niue Island,61481
North Korea,All Other North Korea Ports,57900
North Korea,Chinnanpo,57900
North Korea,Hungnam,57900
North Korea,Onsong,57910
North Korea,Wonsan,57900
Northern Marian,Saipan,96165
Northern Marian,Tinian,96169
Norway,Aagotnes,40311
Norway,Aalesund,40301
Norway,Aalvik,40300
Norway,Aandalsnes,40300
Norway,Aardal,40302
Norway,Aardalstangen,40302
Norway,All Other Norway Ports,40300
Norway,Alvik,40300
Norway,Andalsnes,40300
Norway,Ardal,40302
Norway,Arendal,40300
Norway,Ballangen,40300
Norway,Bergen,40311
Norway,Bodo,40369
Norway,Bogen,40337
Norway,Bogen Bay,40337
Norway,Borg Hbr.,40334
Norway,Brevik,40313
Norway,Drammen,40321
Norway,Egersund,40325
Norway,Eydehamn,40327
Norway,Fagerstrand,40300
Norway,Farsund,40329
Norway,Floro,40340
Norway,Frederikstad,40334
Norway,Fredrikstad,40334
Norway,Grimstad,40300
Norway,Guldsmedvik,40300
Norway,Haavik,40300
Norway,Halden,40342
Norway,Hammerfest,40336
Norway,Harstad,40300
Norway,Haugesund,40345
Norway,Heroen,40348
Norway,Holla,40320
Norway,Holmestrand,40300
Norway,Honningsvaag,40300
Norway,Honningsvag,40300
Norway,Horten,40300
Norway,Jorpeland,40300
Norway,Kaarsto,40300
Norway,Kambo,40300
Norway,Karsto,40300
Norway,Kirkenes,40300
Norway,Kopervik,40300
Norway,Kragero,40300
Norway,Kristiansand N,40363
Norway,Kristiansand S,40364
Norway,Langesund,40300
Norway,Langstein,40300
Norway,Larvik,40335
Norway,Lyngen,40300
Norway,Lysaker,40377
Norway,Maaloy,40372
Norway,Melo,40300
Norway,Meloy,40300
Norway,Mo i Rana,40370
Norway,Moldtustranda,40300
Norway,Mongstad,40373
Norway,Moss,40371
Norway,Namsos,40300
Norway,Narvik,40337
Norway,Odda,40300
Norway,Odde,40300
Norway,Oslo,40377
Norway,Porsgrunn,40378
Norway,Rekefjord,40379
Norway,Risor,40300
Norway,Salten,40380
Norway,Sandefjord,40300
Norway,Sandnes,40381
Norway,Sarpsborg,40300
Norway,Sauda,40383
Norway,Skien,40385
Norway,Son,40300
Norway,Stavanger,40387
Norway,Steilene,40300
Norway,Steinkjer,40300
Norway,Sture,40311
Norway,Sunndalsora,40390
Norway,Svelgen,40392
Norway,Svolvaer,40300
Norway,Tau,40300
Norway,Tofte,40300
Norway,Tonsberg,40300
Norway,Tromso,40338
Norway,Trondheim,40397
Norway,Vaksdal,40300
Oman,All Other Oman Ports,52300
Oman,Masirah,52315
Oman,Masirah Island,52315
Oman,Matrah,52325
Oman,Military-Mina Qaboos,92018
Oman,Military-Muscat,92019
Oman,Mina Abd Fahl,52320
Oman,Mina Qaboos,52325
Oman,Mina Qabus,52325
Oman,Mina Raysut,52330
Oman,Mina al Fahal,52320
Oman,Muscat,52325
Oman,Musqat,52325
Oman,Port Sultan Qaboos,52325
Oman,Qalhat,52312
Oman,Salalah,52330
Oman,Sohar,52335
Oman,Sultan Qaboos,52325
Oman,Sur,52310
Pakistan,All Other Pakistan Ports,53599
Pakistan,Karachi,53550
Pakistan,Karachi Harbor,53550
Pakistan,Port Muhammad Bin Qasim,53551
Pakistan,Port Qasim,53551
Palau,Koror,68394
Panama,Aguadulce,22581
Panama,All Other Panama Caribbean Region Ports,22500
Panama,All Other Panama West Coast Region Ports,22599
Panama,Almirante,22501
Panama,Archipel. de Las Perlas,22599
Panama,Armuelles,22587
Panama,Bahia de Las Minas,22565
Panama,Balboa,22575
Panama,Bocas del Toro,22500
Panama,Bruja Point,22599
Panama,Charco Azul,22587
Panama,Chiman,22599
Panama,Chiriqui Grande Terminal,22520
Panama,Coco Solo,22517
Panama,Colon,22519
Panama,Cristobal,22518
Panama,Darien,22599
Panama,David,22599
Panama,El Real,22599
Panama,Gamboa,22500
Panama,Gatun,22500
Panama,Golfo de Parita,22525
Panama,Golfo de San Miguel,22599
Panama,Isla Parida,22599
Panama,La Palma,22577
Panama,Laguna de Chiriqui,22520
Panama,Las Minas Bay,22565
Panama,Manzanillo,22556
Panama,Mindi Dyke,22500
Panama,Miraflores Locks,22599
Panama,Nombre de Dios,22500
Panama,Panama Canal - Caribbean,22519
Panama,Panama Canal- Pacific,22579
Panama,Panama City,22579
Panama,Paraiso,22599
Panama,Parida Island,22599
Panama,Parita,22525
Panama,Payardi,22565
Panama,Pearl Islands,22599
Panama,Pedregal,22582
Panama,Point Bruja,22599
Panama,Point Mala,22599
Panama,Portobelo,22555
Panama,Puerto Armuelles,22587
Panama,Puerto Bello,22555
Panama,Puerto Manzanillo,22556
Panama,Punta Mala,22599
Panama,Rio Hato,22599
Panama,Rodman,22599
Panama,San Miguel Gulf,22599
Panama,Taboga Island,22599
Panama,Tonosi,22599
Panama,Vacamonte,22599
Papua New Guinea,All Other Papua New Guinea Ports,60400
Papua New Guinea,Alotau,60432
Papua New Guinea,Amamapare,60433
Papua New Guinea,Anewa Bay,60431
Papua New Guinea,Finsch Harbor,60400
Papua New Guinea,Kavieng,60400
Papua New Guinea,Kavieng Harbor,60400
Papua New Guinea,Kieta,60400
Papua New Guinea,Kokopo,60400
Papua New Guinea,Lae,60441
Papua New Guinea,Madang,60400
Papua New Guinea,Montagu,60440
Papua New Guinea,Port Moresby,60447
Papua New Guinea,Rabaul,60449
Papua New Guinea,Salamaua,60400
Papua New Guinea,Salamoa,60400
Papua New Guinea,Samarai,60400
Papua New Guinea,Uvol,60440
Papua New Guinea,Wewak,60450
Paraguay,All Other Paraguay Ports,35300
Paraguay,Asuncion,35301
Paraguay,Puerto Villeta,35300
Paraguay,San Antonio,35300
Paraguay,Villeta,35300
Peru,All Other Peru Ports,33300
Peru,Ancon,33301
Peru,Atico,33300
Peru,Bahia de Eten,33300
Peru,Bayovar,33300
Peru,Callao,33303
Peru,Casma,33300
Peru,Cerro Azul,33300
Peru,Chala,33300
Peru,Chancay,33300
Peru,Chicama,33300
Peru,Chiclayo,33300
Peru,Chilca,33300
Peru,Chimbote,33300
Peru,Chincha Islands,33300
Peru,Conchan,33305
Peru,Eten,33300
Peru,General San Martin,33373
Peru,Huacho,33300
Peru,Huarmey,33300
Peru,Ilo,33335
Peru,Iquitos,33337
Peru,Islas Lobos de Afuera,33300
Peru,Islas Lobos de Tierra,33300
Peru,La Pampilla,33340
Peru,Lobos de Afuera,33300
Peru,Lobos de Tierra,33300
Peru,Lomas,33300
Peru,Mala,33300
Peru,Matarani,33354
Peru,Mollendo,33355
Peru,Pacasmayo,33300
Peru,Paita,33363
Peru,Paracas Bay,33300
Peru,Paramonga,33300
Peru,Peruvian Whaling Grounds,33300
Peru,Pimentel,33371
Peru,Pisco,33373
Peru,Puerto Bayovar,33300
Peru,Puerto Eten,33300
Peru,Punta Pescadores,33300
Peru,Salaverry,33377
Peru,San Nicolas,33380
Peru,Supe,33385
Peru,Talara,33389
Peru,Trujillo,33300
Philippines,All Other Philippines Ports,56500
Philippines,Aras-Asan,56500
Philippines,Bacalod,56500
Philippines,Bais,56503
Philippines,Bataan,56507
Philippines,Batangas,56506
Philippines,Bauan,56504
Philippines,Bislig,56508
Philippines,Bogo,56500
Philippines,Buayan,56514
Philippines,Bulan,56500
Philippines,Butuan,56513
Philippines,Cabadbaran,56500
Philippines,Cadiz,56500
Philippines,Cagayan de Oro,56514
Philippines,Calapan,56500
Philippines,Castanas,56500
Philippines,Catabangan,56500
Philippines,Catanuan,56500
Philippines,Cebu,56520
Philippines,Claveria,56500
Philippines,Coron,56500
Philippines,Cotabato,56500
Philippines,Dadiangas,56522
Philippines,Dahican,56500
Philippines,Dahikan,56500
Philippines,Dahikan Bay,56500
Philippines,Davao,56523
Philippines,Dipolog,56500
Philippines,Donsol,56500
Philippines,Dumaguete,56525
Philippines,Gasan,56500
Philippines,General MacArthur,56500
Philippines,Gingoog,56500
Philippines,Hinigaran,56500
Philippines,Hondagua,56530
Philippines,Iligan,56531
Philippines,Iloilo,56532
Philippines,Isabel,56590
Philippines,Jagna,56500
Philippines,Jimenez,56500
Philippines,Jolo,56500
Philippines,Jose Panganiban,56591
Philippines,Kolambugan,56500
Philippines,Lamon Anchorage,56500
Philippines,Larap Bay,56500
Philippines,Lebak,56500
Philippines,Legaspi,56542
Philippines,Leyte,56500
Philippines,Lianga,56500
Philippines,Limay,56592
Philippines,Maco,56500
Philippines,Magallanes,56500
Philippines,Makar,56500
Philippines,Malitbog,56500
Philippines,Mambulao,56500
Philippines,Mangarin,56500
Philippines,Manila,56549
Philippines,Margosatubig,56500
Philippines,Mariveles,56545
Philippines,Masao,56500
Philippines,Masbate,56500
Philippines,Maseru,56554
Philippines,Masinloc,56552
Philippines,Mauban,56500
Philippines,Medina,56500
Philippines,Mercedes,56500
Philippines,Misamis,56556
Philippines,Naga,56500
Philippines,Nalunga Island,56500
Philippines,Nasipit,56500
Philippines,Nasugbu,56500
Philippines,Nonoc Island,56500
Philippines,Odiongan,56500
Philippines,Olongapo,56585
Philippines,Olutanga Island,56500
Philippines,Oroquieta,56500
Philippines,Pambujan Sur,56500
Philippines,Panagan,56500
Philippines,Pinamalayan,56500
Philippines,Plaridel,56500
Philippines,Polillo,56500
Philippines,Pontevedra,56500
Philippines,Poro,56578
Philippines,Poro Island,56500
Philippines,Port Holland,56500
Philippines,Port Ozamis,56556
Philippines,Puerto Real,56500
Philippines,Pulupandan,56569
Philippines,Romblon Island,56500
Philippines,San Fernando,56578
Philippines,San Jose de Buenavista,56500
Philippines,Sangi,56520
Philippines,Santa Cruz,56593
Philippines,Santa Cruz (Davao Gulf),56500
Philippines,Santa Maria,56500
Philippines,Sarangani Bay,56500
Philippines,Sarangani Island,56500
Philippines,Sepaco,56500
Philippines,Siain,56500
Philippines,Siete Pecados,56500
Philippines,Silay,56500
Philippines,Sorsogon,56500
Philippines,Subic Bay,56585
Philippines,Surigao,56500
Philippines,Tabaco,56588
Philippines,Tacloban,56589
Philippines,Tagbilaran,56500
Philippines,Tagubanham Island,56500
Philippines,Tagum,56500
Philippines,Taisan,56500
Philippines,Talomo,56500
Philippines,Tandoc,56594
Philippines,Victorias,56500
Philippines,Virac,56500
Philippines,Vito,56500
Philippines,Zamboanga,56597
Pitcairn,Pitcairn Islands,62211
Poland,All Other Poland Ports,45500
Poland,Danzig,45511
Poland,Gdansk,45511
Poland,Gdynia,45505
Poland,Neufahrwasser,45500
Poland,Nowy Port,45500
Poland,Police,45513
Poland,Stettin,45507
Poland,Swinemunde,45512
Poland,Swinoujscie,45512
Poland,Szczecin,45507
Portugal,Albufeira,47100
Portugal,All Other Azores Ports,47150
Portugal,All Other Portugal Ports,47100
Portugal,Angra do Heroismo,47150
Portugal,Aveiro,47130
Portugal,Barreiro,47126
Portugal,Faro,47100
Portugal,Figueira da Foz,47135
Portugal,Funchal,47101
Portugal,Horta,47150
Portugal,Lagos,47100
Portugal,Leixoes,47123
Portugal,Lisboa,47125
Portugal,Lisbon,47125
Portugal,Olhao,47100
Portugal,Oporto,47133
Portugal,Ponta Delgada,47151
Portugal,Portimao,47100
Portugal,Porto,47133
Portugal,Porto de Leixoes,47123
Portugal,Porto de Sines,47127
Portugal,Praia,47152
Portugal,Praia de Vitoria,47152
Portugal,Setubal,47141
Portugal,Sines,47127
Portugal,Terceira Island,47155
Portugal,Vila Real de San Antonio,47100
Portugal,Vila do Porto,47150
Qatar,All Other Qatar Ports,51800
Qatar,Doha,51813
Qatar,Halul Island,51800
Qatar,Jazirath Halul,51800
Qatar,Musayid,51825
Qatar,Ras Laffan,51814
Qatar,Umm Said,51825
Reunion,Pointe des Galets,79051
Reunion,Saint Denis,79052
Reunion,St. Denis,79052
Romania,All Other Romania Ports,48500
Romania,Braila,48500
Romania,Constanta,48511
Romania,Constantza,48511
Romania,Galati,48500
Romania,Galatz,48500
Romania,Sulina,48500
Romania,Tulcea,48500
Russia,Aleksandrovski,46239
Russia,Alexandrovsk,46239
Russia,All Other Russia Baltic Region Ports,46220
Russia,All Other Russia Black Sea Region Ports,46250
Russia,All Other Russia Eastern Region Ports,46239
Russia,All Other Russia Siberia Region Ports,46200
Russia,Ambarchik,46239
Russia,Anadyr,46239
Russia,Archangel,46200
Russia,Arkhangelsk,46200
Russia,Arkovo Bereg,46239
Russia,Bukhta Severnaya,46250
Russia,Kaliningrad,46213
Russia,Kamchatka,46239
Russia,Kolyma River,46239
Russia,Konigsberg,46213
Russia,Korsakov,46236
Russia,Kovisto,46220
Russia,Leningrad,46215
Russia,Lorino,46222
Russia,Magadan,46232
Russia,Magadansky,46232
Russia,Molotovsk,46200
Russia,Murmansk,46209
Russia,Nagayeva,46239
Russia,Nakhodka,46230
Russia,Nikolayevsk-Na-Amur,46239
Russia,Nogayevo,46239
Russia,North Cape,46239
Russia,Novorossiysk,46241
Russia,Okha,46239
Russia,Petropavlovsk,46233
Russia,Petropavlovsk-Kamchatskiy,46233
Russia,Pevek,46239
Russia,Primorsk,46220
Russia,Provideniya,46237
Russia,Severodvinsk,46200
Russia,Sovetskaya Gavan,46239
Russia,St. Petersburg,46215
Russia,Taganrog,46242
Russia,Tiksi,46239
Russia,Tuapse,46245
Russia,Vanino,46234
Russia,Viborg,46220
Russia,Viipuri,46220
Russia,Vladivostok,46238
Russia,Vostochnyy,46231
Russia,Vyborg,46220
Russia,Yandraknnot,46208
Samoa,All Other Western Samoa Ports,61500
Samoa,Apia,61501
Sao Tome and Principe,All Other Sao Tome and Principe Ports,76495
Sao Tome and Principe,Sao Tome (St. Thomas),76491
Saudi Arabia,Ad Dammam,51715
Saudi Arabia,Al Juaymah,51723
Saudi Arabia,Al Jubail,51720
Saudi Arabia,Al Khobar,51712
Saudi Arabia,Al Khubar,51712
Saudi Arabia,All Other Saudi Arabia Ports,51700
Saudi Arabia,Damman,51715
Saudi Arabia,Dhahran,51717
Saudi Arabia,Dhuba,51730
Saudi Arabia,Gizan,51719
Saudi Arabia,Jeddeh,51721
Saudi Arabia,Jidda,51721
Saudi Arabia,Jiddah,51721
Saudi Arabia,Juaymah Oil Terminal,51723
Saudi Arabia,Jubail,51720
Saudi Arabia,Judda,51721
Saudi Arabia,King Abdul Aziz Port,51715
Saudi Arabia,King Abdullah,51732
Saudi Arabia,King Fahd Port,51730
Saudi Arabia,Ras Al Khafji,51700
Saudi Arabia,Ras Tanura,51727
Saudi Arabia,Ras at Tannurah,51727
Saudi Arabia,Yambo,51730
Saudi Arabia,Yanbu,51730
Saudi Arabia,Yenbo,51730
Senegal,All Other Senegal Ports,74499
Senegal,Dakar,74473
Senegal,Kaolak,74499
Senegal,Rufisque,74499
Senegal,Ziguinchor,74499
Serbia,Bar,47901
Serbia,Zelenika,47900
Seychelles,All Other Seychelles Ports,78000
Seychelles,Port Victoria,78083
Seychelles,Victoria,78083
Sierra Leone,All Other Sierra Leone Ports,74799
Sierra Leone,Bonthe,74799
Sierra Leone,Freetown,74751
Sierra Leone,Pepel,74799
Sierra Leone,Sherbro,74799
Singapore,All Other Singapore Ports,55900
Singapore,Pulau Bukom,55950
Singapore,Pulau Sebarok,55901
Singapore,Pulum Bukum,55950
Singapore,Sebarok,55901
Singapore,Serangoon Harbor,55900
Singapore,Singapore,55976
Slovenia,All Other Slovenia Ports,47999
Slovenia,Kopar,47909
Slovenia,Koper,47909
Slovenia,Piran,47910
Slovenia,Pirano,47910
Solomon Is,All Solomon Islands Ports,62200
Solomon Is,Gizo,62200
Solomon Is,Honiara,62200
Solomon Is,Lofung,62200
Solomon Is,Munda,62200
Solomon Is,Tulaghi,62200
Solomon Is,Tulagi,62200
Solomon Is,Yandina,62200
Somalia,All Other Somalia Eastern Region Ports,77099
Somalia,All Other Somalia Northern Region Ports,77000
Somalia,Berbera,77001
Somalia,Chisimaio,77099
Somalia,Kismaayo,77099
Somalia,Kismayu,77099
Somalia,Mogadiscio,77051
Somalia,Mogadishu,77051
Somalia,Muqdisho,77051
South Africa,All Other Republic of South Africa Ports,79100
South Africa,Cape Town,79101
South Africa,Durban,79113
South Africa,East London,79125
South Africa,Mossel Baai,79100
South Africa,Mossel Bay,79100
South Africa,Port Elizabeth,79145
South Africa,Port Natal,79113
South Africa,Port Nollath,79100
South Africa,Richard's Bay,79155
South Africa,Saldanha Bay,79100
South Africa,Simonstown,79100
South Korea,All Other South Korea Ports,58000
South Korea,Bukpyung,58014
South Korea,Busan,58023
South Korea,Changhang,58000
South Korea,Cheju,58000
South Korea,Chen Hai,58015
South Korea,Chinhae,58015
South Korea,Daesan,58030
South Korea,Donghae,58014
South Korea,Gunsan,58028
South Korea,Inchon,58029
South Korea,Jinhae,58015
South Korea,Jinsen,58029
South Korea,Kunsan,58028
South Korea,Kunson,58028
South Korea,Kwangyang,58031
South Korea,Masan,58033
South Korea,Mogpo,58035
South Korea,Mokpo,58035
South Korea,Okpo,58034
South Korea,Onsan,58061
South Korea,Pohang,58055
South Korea,Pohang Hang,58055
South Korea,Pusan,58023
South Korea,Pyongtaek,58032
South Korea,Pyungtaek,58032
South Korea,Samil,58065
South Korea,Tonghae,58014
South Korea,Ulsan,58061
South Korea,Yeosu,58065
South Korea,Yosu,58065
Spain,Agua Amarga,47099
Spain,Aguilas,47099
Spain,Alcanar,47051
Spain,Alcudia,47099
Spain,Algeciras,47031
Spain,Alicante,47057
Spain,All Other Canary Islands Ports,47070
Spain,All Other Spain Atlantic Region Ports North of Por,47000
Spain,All Other Spain Atlantic Region Ports Southeast of,47049
Spain,All Other Spain Mediterranean Region Ports,47099
Spain,All other Spanish Africa N.E.C. Ports,47095
Spain,Almeria,47059
Spain,Arguinequin,47070
Spain,Arrecife,47070
Spain,Aviles,47003
Spain,Barcelona,47061
Spain,Bilbao,47005
Spain,Cadiz,47035
Spain,Cape Finisterre,47000
Spain,Carboneras,47062
Spain,Cartagena,47063
Spain,Castellon,47068
Spain,Castellon de la Plana,47068
Spain,Ceuta,47096
Spain,Cillero,47000
Spain,Corcubion,47000
Spain,Corunna,47021
Spain,Denia,47099
Spain,El Ferrol,47022
Spain,El Ferrol del Caudillo,47022
Spain,El Grao,47099
Spain,Escombreras,47063
Spain,Ferrol,47022
Spain,Gandia,47093
Spain,Garrucha,47099
Spain,Gijon,47017
Spain,Hornillo,47099
Spain,Huelva,47044
Spain,Ibiza,47067
Spain,La Coruna,47021
Spain,La Salineta,47070
Spain,Las Palmas,47071
Spain,Majorca,47066
Spain,Malaga,47076
Spain,Marin,47000
Spain,Melilla,47095
Spain,Mosel,47017
Spain,Motril,47077
Spain,Palamos,47065
Spain,Palma de Majorca,47066
Spain,Pasages,47027
Spain,Pasajes,47027
Spain,Port Alfaques,47099
Spain,Port Santa Maria,47049
Spain,Puerto de Sagunto,47083
Spain,Puerto de Santa Maria,47049
Spain,Puerto de la Luz,47071
Spain,Puerto de los Alfaques,47099
Spain,Puerto del Rosario,47070
Spain,Ribadesella,47000
Spain,Rosas,47099
Spain,Rota,47049
Spain,Sagunto,47083
Spain,San Ciprian,47036
Spain,San Feliu de Guixols,47088
Spain,San Juan de Nieva,47003
Spain,San Sebastian,47000
Spain,Santa Cruz de La Palma,47072
Spain,Santa Cruz de Tenerife,47073
Spain,Santander,47013
Spain,Sevilla,47039
Spain,Seville,47039
Spain,Sta. Cruz de Tenerife,47073
Spain,Tarifa,47032
Spain,Tarragona,47092
Spain,Tenerife,47073
Spain,Torrevieja,47090
Spain,Valencia,47094
Spain,Vigo,47029
Spain,Villagarcia,47000
Spain,Villagarcia de Arosa,47000
Spain,Vinaroz,47099
Sri Lanka,All Other Sri Lanka Ports,54200
Sri Lanka,Colombo,54201
Sri Lanka,Colombo Harbor,54201
Sri Lanka,Galle,54200
Sri Lanka,Galle Harbor,54200
Sri Lanka,Jaffna,54200
Sri Lanka,Trincomalee,54205
Sri Lanka,Trincomali,54205
St. Helena,All St. Helena Ports,75899
St. Helena,"Clarence Bay, Ascension Is",75898
St. Helena,"Georgetown, Ascension Is",75898
St. Helena,"Jamestown, St. Helena",75899
St. Kitts Nevis,"Basseterre, St. Kitts",24835
St. Kitts Nevis,"Charlestown, Nevis Is.",24837
St. Lucia,Castries,24865
St. Lucia,Cul de Sac,24866
St. Lucia,Vieux Fort,24867
St. Pierre/Miq,St. Pierre,16101
St. Vincent,Admiralty Bay,24871
St. Vincent,Kingstown,24871
Sudan,Port Sudan,73201
Suriname,All Other Suriname Ports,31500
Suriname,Brokopondo,31500
Suriname,Moengo,31501
Suriname,Nieuw Nickerie,31500
Suriname,Paramaribo,31523
Suriname,Paranam,31524
Suriname,Smalkalden,31523
Suriname,Wageningen,31500
Sv Jm Islands,Spitsbergen,40398
Sv Jm Islands,"Svalbard, Jan Mayen Isl",40398
Sweden,Ahus,40122
Sweden,All Other Sweden Ports,40100
Sweden,Arnoviken,40100
Sweden,Bollsta,40100
Sweden,Brofjorden,40100
Sweden,Burea,40100
Sweden,Carlskrona,40100
Sweden,Domjou,40100
Sweden,Domsjo,40100
Sweden,Dynas,40100
Sweden,Essvik,40100
Sweden,Essviken,40100
Sweden,Fagervik,40100
Sweden,Falkenberg,40121
Sweden,Frano,40100
Sweden,Furogrund,40100
Sweden,Furuogrund,40100
Sweden,Gaddvik,40115
Sweden,Gafle,40116
Sweden,Gavle,40116
Sweden,Gefle,40116
Sweden,Gevle,40116
Sweden,Goteborg,40117
Sweden,Gothenburg,40117
Sweden,Hallstavik,40118
Sweden,Halmstad,40119
Sweden,Halsingborg,40120
Sweden,Harare,40100
Sweden,Hargshamn,40100
Sweden,Harnosand,40100
Sweden,Helsingborg,40120
Sweden,Hernosand,40100
Sweden,Hoganas,40123
Sweden,Holmsund,40127
Sweden,Hornesfors,40100
Sweden,Hudiksvall,40100
Sweden,Iggesund,40129
Sweden,Kalix,40100
Sweden,Kalmar,40100
Sweden,Karlsborg,40132
Sweden,Karlshamn,40133
Sweden,Karlskrona,40100
Sweden,Karlstad,40100
Sweden,Karskar,40100
Sweden,Kopmanholmen,40100
Sweden,Kramfors,40100
Sweden,Kristinehamn,40100
Sweden,Lanskrona,40150
Sweden,Limhamn,40143
Sweden,Ljusne,40100
Sweden,Lulea,40142
Sweden,Lysekil,40100
Sweden,Malmo,40143
Sweden,Mem,40100
Sweden,Munksund,40100
Sweden,Nederkalix,40100
Sweden,Norrbyskar,40100
Sweden,Norrkoping,40148
Sweden,Norrsundet,40149
Sweden,Nynashamn,40100
Sweden,Obbola,40153
Sweden,Ornskoldsvik,40155
Sweden,Ortviken,40100
Sweden,Orviken,40100
Sweden,Oskarshamn,40157
Sweden,Ostrand,40100
Sweden,Otterbacken,40100
Sweden,Oxelosund,40159
Sweden,Pitea,40100
Sweden,Ronneby,40100
Sweden,Ronnsker,40161
Sweden,Saljfviken,40100
Sweden,Sandarne,40166
Sweden,Sandhamn,40100
Sweden,Sikea,40100
Sweden,Skelleftea,40124
Sweden,Skelleftehamn,40124
Sweden,Skogholl,40100
Sweden,Skonvik,40100
Sweden,Skutskar,40100
Sweden,Slite,40100
Sweden,Soderhamn,40174
Sweden,Soraker,40100
Sweden,Stenungsund,40176
Sweden,Stocka,40100
Sweden,Stockholm,40179
Sweden,Stockvik,40180
Sweden,Sundsvall,40182
Sweden,Svartvik,40100
Sweden,Trelleborg,40185
Sweden,Trollhattan,40100
Sweden,Trollhatte Canal,40100
Sweden,Uddevalla,40188
Sweden,Ulfvik,40100
Sweden,Ulvvik,40100
Sweden,Umea,40125
Sweden,Ursviken,40100
Sweden,Utansjo,40191
Sweden,Vaja,40100
Sweden,Vallvik,40196
Sweden,Varberg,40100
Sweden,Vasteras,40192
Sweden,Vastervik,40194
Sweden,Vifstavarf,40100
Sweden,Vinga,40100
Sweden,Vivstava,40100
Sweden,Wallhamn,40197
Sweden,Ystad,40100
Syria,Al Ladhiqiyah,50215
Syria,All Other Syria Ports,50200
Syria,Banias,50200
Syria,Baniyas,50200
Syria,Latakia,50215
Syria,Lattakia,50215
Syria,Tartous,50220
Syria,Tartus,50220
Tanzania,All Other Tanzania Ports,78399
Tanzania,Dar es Salaam,78351
Tanzania,Kilwa Kivinje,78399
Tanzania,Lindi,78399
Tanzania,Mikindani,78399
Tanzania,Mtwara,78399
Tanzania,Pangani,78399
Tanzania,Pemba Island,78399
Tanzania,Tanga,78379
Tanzania,Zanzibar,78387
Thailand,All Other Thailand Ports,54900
Thailand,Ao Phuket,54902
Thailand,Ban Tha Rua,54902
Thailand,Bangkok,54901
Thailand,Bhuket,54902
Thailand,Chuk Samet,54900
Thailand,Katang,54929
Thailand,Ko Sichang,54920
Thailand,Krabi,54900
Thailand,Laem Chabang,54930
Thailand,Mab Ta Pud,54903
Thailand,Map Ta Phut,54903
Thailand,Narathiwat,54900
Thailand,Naratives,54900
Thailand,Patani,54900
Thailand,Pattani,54900
Thailand,Phuket,54902
Thailand,Rayong,54903
Thailand,Satahib,54900
Thailand,Satahip,54900
Thailand,Sattahip,54900
Thailand,Songkhla,54927
Thailand,Songkhla Harbor,54927
Thailand,Sri Racha,54905
Thailand,Sriracha,54905
Togo,All Other Togo Ports,75200
Togo,Anecho,75200
Togo,Kpeme,75200
Togo,Little Popo,75200
Togo,Lome,75291
Tokelau,Tokelau,61471
Tonga,All Tonga Islands Ports,68682
Tonga,Haapai,68682
Tonga,Neiafu,68682
Tonga,Nukualofa,68682
Tonga,Pangai,68682
Trinidad,All Other Trinidad Ports,27400
Trinidad,Brighton,27400
Trinidad,Chaguaramas,27400
Trinidad,Galeota Point,27410
Trinidad,La Brea,27400
Trinidad,Point Fortin,27420
Trinidad,Point Galeota,27410
Trinidad,Point Lisas,27425
Trinidad,Pointe a Pierre,27415
Trinidad,Port of Spain,27431
Trinidad,San Fernando,27443
Trinidad,Scarborough,27451
Trinidad,Tembladora,27446
Trinidad,Tobago,27400
Tunisia,Al Mahdiyah,72300
Tunisia,All Other Tunisia Ports,72300
Tunisia,As Sukhayrah,72315
Tunisia,Ashtart Terminal,72300
Tunisia,Banzart,72301
Tunisia,Bizerta,72301
Tunisia,Bizerte,72301
Tunisia,Gabes,72305
Tunisia,La Goulette,72310
Tunisia,La Skhira,72315
Tunisia,La Skira,72315
Tunisia,Mahedia,72300
Tunisia,Menzel Bourguiba,72300
Tunisia,Military-Sfax,92016
Tunisia,Sfax,72337
Tunisia,Sousee,72357
Tunisia,Susa,72357
Tunisia,Tabarca,72300
Tunisia,Tabarqah,72300
Tunisia,Tunis,72373
Turkey,Adalia,48903
Turkey,Adana,48938
Turkey,Alexandretta,48931
Turkey,Aliaga,48915
Turkey,All Other Turkey Black Sea and Sea of Marmara Port,48999
Turkey,All Other Turkey Mediterranean Region Ports,48900
Turkey,Ambarli,48945
Turkey,Antalya,48903
Turkey,Atalia,48903
Turkey,Attalea,48903
Turkey,Bandirma,48963
Turkey,Botas Terminal,48931
Turkey,Canak,48999
Turkey,Canakkale,48999
Turkey,Ceyhan Terminal,48931
Turkey,Chanak,48999
Turkey,Chanaq,48999
Turkey,Darcia,48941
Turkey,Darica,48941
Turkey,Derince,48942
Turkey,Derince Burnu,48942
Turkey,Derindje,48942
Turkey,Dikili,48905
Turkey,Eregli,48943
Turkey,Eregli Anatolia,48943
Turkey,Fethiye,48900
Turkey,Finike,48900
Turkey,Gallipoli,48999
Turkey,Gebze,48944
Turkey,Gelibolu,48999
Turkey,Gemlik,48947
Turkey,Ghemlik,48947
Turkey,Giova,48931
Turkey,Giresun,48946
Turkey,Gocek,48925
