Cert_Date,Vessel,Port,Field_Office,Grain_Countries,Grain_Grades,Grain_Tons,Inspection_Count,Vessel_Norm,Port_Norm
2023-01-05,ARRIBA,PUGET SOUND,PACIFICNW,CHINA,2 O/B,69299,1,ARRIBA,PUGET SOUND
2023-02-25,ARTEMIS BULKER,MISSISSIPPI R.,NEW ORLEANS,JAPAN,1,13026,1,ARTEMIS BULKER,MISSISSIPPI R.
2023-02-26,ARTEMIS BULKER,MISSISSIPPI R.,NEW ORLEANS,JAPAN,1,3213,1,ARTEMIS BULKER,MISSISSIPPI R.
2023-02-28,ARTEMIS BULKER,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3 O/B",34101,2,ARTEMIS BULKER,MISSISSIPPI R.
2023-11-11,ARTEMIS BULKER,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57749,1,ARTEMIS BULKER,MISSISSIPPI R.
2023-01-20,ARUNA CENGIZ,COLUMBIA R.,PACIFICNW,CHILE,2 O/B,47445,1,ARUNA CENGIZ,COLUMBIA R.
2023-06-29,ASAHI BULKER,MISSISSIPPI R.,NEW ORLEANS,BRAZIL,2 O/B,31861,1,ASAHI BULKER,MISSISSIPPI R.
2023-02-19,ASAHI OCEAN,COLUMBIA R.,PACIFICNW,JAPAN,"2 O/B, 3 O/B",30175,3,ASAHI OCEAN,COLUMBIA R.
2023-05-24,ASIA CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,70063,1,ASIA CONFIDENCE,MISSISSIPPI R.
2023-10-18,ASIA GRAECA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,66454,1,ASIA GRAECA,MISSISSIPPI R.
2023-04-12,ASIAN SUMMIT,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,13290,1,ASIAN SUMMIT,MISSISSIPPI R.
2023-04-13,ASIAN SUMMIT,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,37495,2,ASIAN SUMMIT,MISSISSIPPI R.
2023-03-17,ASL ERA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2",17585,2,ASL ERA,MISSISSIPPI R.
2023-03-18,ASL ERA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B",32617,2,ASL ERA,MISSISSIPPI R.
2023-08-01,ASL ERA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3 O/B",48913,3,ASL ERA,MISSISSIPPI R.
2023-12-06,ASL ERA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,11381,1,ASL ERA,MISSISSIPPI R.
2023-12-07,ASL ERA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,38211,3,ASL ERA,MISSISSIPPI R.
2023-03-18,ASL FORTUNE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,47311,1,ASL FORTUNE,MISSISSIPPI R.
2023-06-16,ASL LUNA,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,15608,1,ASL LUNA,MISSISSIPPI R.
2023-07-08,ASL SYMPHONY,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2, 2 O/B",49823,2,ASL SYMPHONY,MISSISSIPPI R.
2023-11-29,ASL URANUS,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68750,1,ASL URANUS,COLUMBIA R.
2023-02-10,ASL URANUS,PUGET SOUND,PACIFICNW,CHINA,2 O/B,69299,1,ASL URANUS,PUGET SOUND
2023-10-24,ASL VENUS,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,66300,1,ASL VENUS,COLUMBIA R.
2023-03-29,ASL VENUS,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69986,1,ASL VENUS,MISSISSIPPI R.
2023-04-22,ASPRI,MISSISSIPPI R.,NEW ORLEANS,PERU,2 O/B,32373,2,ASPRI,MISSISSIPPI R.
2023-11-10,ASSIMINA II,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,28210,1,ASSIMINA II,MISSISSIPPI R.
2023-12-29,ASTAKOS,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,50848,1,ASTAKOS,MISSISSIPPI R.
2023-10-09,ASTORIA HARMONY,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,30067,1,ASTORIA HARMONY,COLUMBIA R.
2023-10-11,ASTORIA HARMONY,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,6180,1,ASTORIA HARMONY,COLUMBIA R.
2023-03-22,ASTRAEA SB,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69299,1,ASTRAEA SB,MISSISSIPPI R.
2023-12-02,ASTRAEA SB,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,71812,1,ASTRAEA SB,S. TEXAS
2023-09-20,ATALANTA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,19398,1,ATALANTA,MISSISSIPPI R.
2023-09-21,ATALANTA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2 O/B,8000,1,ATALANTA,MISSISSIPPI R.
2023-09-22,ATALANTA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,24390,1,ATALANTA,MISSISSIPPI R.
2023-12-11,ATALANTA,MISSISSIPPI R.,NEW ORLEANS,GERMANY,2 O/B,69153,1,ATALANTA,MISSISSIPPI R.
2023-09-12,ATB ALOUETTE SPIRIT,TOLEDO,TOLEDO,CANADA,2 O/B,7539,1,ATB ALOUETTE SPIRIT,TOLEDO
2023-03-06,ATHOS,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,38395,1,ATHOS,MISSISSIPPI R.
2023-06-18,ATLANTIC ALTAMIRA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,37949,2,ATLANTIC ALTAMIRA,MISSISSIPPI R.
2023-07-21,ATLANTIC ALTAMIRA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,37396,2,ATLANTIC ALTAMIRA,MISSISSIPPI R.
2023-08-14,ATLANTIC ALTAMIRA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,37947,2,ATLANTIC ALTAMIRA,MISSISSIPPI R.
2023-09-07,ATLANTIC ALTAMIRA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,37949,2,ATLANTIC ALTAMIRA,MISSISSIPPI R.
2023-10-08,ATLANTIC ALTAMIRA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,39597,2,ATLANTIC ALTAMIRA,MISSISSIPPI R.
2023-11-03,ATLANTIC ALTAMIRA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,37398,2,ATLANTIC ALTAMIRA,MISSISSIPPI R.
2023-11-28,ATLANTIC ALTAMIRA,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,41234,2,ATLANTIC ALTAMIRA,MISSISSIPPI R.
2023-10-12,ATLANTIC BRAVE,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,31791,1,ATLANTIC BRAVE,MISSISSIPPI R.
2023-09-18,ATLANTIC BUENAVISTA,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,34478,2,ATLANTIC BUENAVISTA,COLUMBIA R.
2023-01-07,ATLANTIC DREAM,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,30907,1,ATLANTIC DREAM,MISSISSIPPI R.
2023-02-01,ATLANTIC DREAM,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,30794,1,ATLANTIC DREAM,MISSISSIPPI R.
2023-02-22,ATLANTIC DREAM,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,25511,1,ATLANTIC DREAM,MISSISSIPPI R.
2023-01-24,ATLANTIC GLORY,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,3090,1,ATLANTIC GLORY,COLUMBIA R.
2023-01-25,ATLANTIC GLORY,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,27832,1,ATLANTIC GLORY,COLUMBIA R.
2023-05-24,ATLANTIC GLORY,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,24246,1,ATLANTIC GLORY,MISSISSIPPI R.
2023-03-28,ATLANTIC ISLAND,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2",17050,2,ATLANTIC ISLAND,MISSISSIPPI R.
2023-03-29,ATLANTIC ISLAND,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"2 O/B, 3 O/B",33689,2,ATLANTIC ISLAND,MISSISSIPPI R.
2023-12-31,ATLANTIC LAUREL,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,31638,1,ATLANTIC LAUREL,MISSISSIPPI R.
2023-01-09,ATLANTIC MONTERREY,MISSISSIPPI R.,NEW ORLEANS,COSTA RICA,2,15038,1,ATLANTIC MONTERREY,MISSISSIPPI R.
2023-01-10,ATLANTIC MONTERREY,MISSISSIPPI R.,NEW ORLEANS,COSTA RICA,3,32284,1,ATLANTIC MONTERREY,MISSISSIPPI R.
2023-04-30,ATLANTIC MONTERREY,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3,52292,1,ATLANTIC MONTERREY,MISSISSIPPI R.
2023-10-27,ATLANTIC PRESTIGE,EAST GULF,NEW ORLEANS,CHINA,2 O/B,50799,1,ATLANTIC PRESTIGE,EAST GULF
2023-07-21,ATLANTIC PRISM,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,15591,1,ATLANTIC PRISM,MISSISSIPPI R.
2023-03-07,ATLANTIC RUBY,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,26894,1,ATLANTIC RUBY,MISSISSIPPI R.
2023-07-13,ATLANTIC SPIRIT,MISSISSIPPI R.,NEW ORLEANS,CHILE,2 O/B,33000,2,ATLANTIC SPIRIT,MISSISSIPPI R.
2023-10-23,ATLANTIC STAR,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2 O/B,15725,1,ATLANTIC STAR,MISSISSIPPI R.
2023-05-18,ATLANTIC TSUBAKI,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,26698,1,ATLANTIC TSUBAKI,COLUMBIA R.
2023-12-26,ATLANTICA,PUGET SOUND,PACIFICNW,JAPAN,3 O/B,61184,1,ATLANTICA,PUGET SOUND
2023-10-30,ATMOSPHERE,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,65659,1,ATMOSPHERE,COLUMBIA R.
2023-06-08,ATTIKI SB,MISSISSIPPI R.,NEW ORLEANS,JAPAN,2,51250,1,ATTIKI SB,MISSISSIPPI R.
2023-05-10,AVRA,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,48302,1,AVRA,MISSISSIPPI R.
2023-01-27,AXIOS,COLUMBIA R.,PACIFICNW,IRAQ,2 O/B,52101,1,AXIOS,COLUMBIA R.
2023-01-10,AYE EVOLUTION,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,48417,1,AYE EVOLUTION,MISSISSIPPI R.
2023-01-28,AYE EVOLUTION,MISSISSIPPI R.,NEW ORLEANS,COSTA RICA,2 O/B,31103,1,AYE EVOLUTION,MISSISSIPPI R.
2023-01-29,AYE EVOLUTION,MISSISSIPPI R.,NEW ORLEANS,COSTA RICA,2 O/B,12684,1,AYE EVOLUTION,MISSISSIPPI R.
2023-10-29,BABITONGA,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,71460,1,BABITONGA,MISSISSIPPI R.
2023-05-05,BAKER RIVER,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,27148,1,BAKER RIVER,COLUMBIA R.
2023-05-06,BAKER RIVER,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,20238,1,BAKER RIVER,COLUMBIA R.
2023-03-14,BAKER RIVER,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,44624,1,BAKER RIVER,MISSISSIPPI R.
2023-01-27,BALOS,PUGET SOUND,PACIFICNW,CHINA,2 O/B,68404,1,BALOS,PUGET SOUND
2023-03-07,BALSA 83,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,7050,1,BALSA 83,MISSISSIPPI R.
2023-08-31,BALSA 83,N. TEXAS,LEAGUE CITY,JAMAICA,2,843,1,BALSA 83,N. TEXAS
2023-09-05,BALSA 83,N. TEXAS,LEAGUE CITY,JAMAICA,2 O/B,6387,1,BALSA 83,N. TEXAS
2023-05-10,BALSA 83,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,2899,1,BALSA 83,S. ATLANTIC
2023-06-09,BALSA 83,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,7245,1,BALSA 83,S. ATLANTIC
2023-08-06,Balsa 83,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,2728,1,BALSA 83,S. ATLANTIC
2023-12-21,BALSA 83,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4645,1,BALSA 83,S. ATLANTIC
2023-06-30,BALSA 84,MISSISSIPPI R.,NEW ORLEANS,GUYANA,2 O/B,2929,1,BALSA 84,MISSISSIPPI R.
2023-12-31,BALSA 84,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4641,1,BALSA 84,S. ATLANTIC
2023-04-08,BALSA 85,MISSISSIPPI R.,NEW ORLEANS,HAITI,2 O/B,7116,1,BALSA 85,MISSISSIPPI R.
2023-03-23,BALSA 85,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4694,1,BALSA 85,S. ATLANTIC
2023-04-24,BALSA 85,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,7075,1,BALSA 85,S. ATLANTIC
2023-03-08,BALSA 86,MISSISSIPPI R.,NEW ORLEANS,TRINIDAD,2 O/B,7158,1,BALSA 86,MISSISSIPPI R.
2023-08-11,BALSA 86,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,7149,1,BALSA 86,MISSISSIPPI R.
2023-01-24,BALSA 86,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4685,1,BALSA 86,S. ATLANTIC
2023-04-17,BALSA 86,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4683,1,BALSA 86,S. ATLANTIC
2023-06-02,BALSA 87,MISSISSIPPI R.,NEW ORLEANS,HAITI,2 O/B,7235,1,BALSA 87,MISSISSIPPI R.
2023-02-11,BALSA 88,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4698,1,BALSA 88,S. ATLANTIC
2023-01-08,BALSA 89,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,7150,1,BALSA 89,S. ATLANTIC
2023-05-27,BALSA 89,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,2869,1,BALSA 89,S. ATLANTIC
2023-11-01,BALSA 89,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4646,1,BALSA 89,S. ATLANTIC
2023-12-07,BALSA 89,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4699,1,BALSA 89,S. ATLANTIC
2023-08-02,BALSA 89,S. TEXAS,LEAGUE CITY,JAMAICA,2 O/B,7259,1,BALSA 89,S. TEXAS
2023-10-20,BALSA 91,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4620,1,BALSA 91,S. ATLANTIC
2023-11-20,BALSA 91,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,7200,1,BALSA 91,S. ATLANTIC
2023-02-02,BALSA 92,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,4729,1,BALSA 92,MISSISSIPPI R.
2023-07-23,BALSA 92,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,7190,1,BALSA 92,MISSISSIPPI R.
2023-10-02,BALSA 93,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,7244,1,BALSA 93,S. ATLANTIC
2023-04-05,BALSA 94,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,6868,1,BALSA 94,MISSISSIPPI R.
2023-08-21,BALSA 94,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,4693,1,BALSA 94,MISSISSIPPI R.
2023-05-20,BALSA 94,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,7224,1,BALSA 94,S. ATLANTIC
2023-02-20,BALSA 95,MISSISSIPPI R.,NEW ORLEANS,JAMAICA,2 O/B,4739,1,BALSA 95,MISSISSIPPI R.
2023-01-03,BALSA 95,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,4706,1,BALSA 95,S. ATLANTIC
2023-06-23,BALSA 95,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,2839,1,BALSA 95,S. ATLANTIC
2023-09-16,BALSA 96,S. ATLANTIC,TOLEDO,JAMAICA,2 O/B,2799,1,BALSA 96,S. ATLANTIC
2023-12-12,BALSA 96,S. TEXAS,LEAGUE CITY,JAMAICA,2 O/B,7060,2,BALSA 96,S. TEXAS
2023-03-12,BALTIC ACE,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32098,1,BALTIC ACE,MISSISSIPPI R.
2023-03-12,BALTIC K,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3,9356,1,BALTIC K,MISSISSIPPI R.
2023-03-13,BALTIC K,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3,35920,1,BALTIC K,MISSISSIPPI R.
2023-04-25,BALTIC MANTIS,N. TEXAS,LEAGUE CITY,CHINA,2 O/B,52695,1,BALTIC MANTIS,N. TEXAS
2023-08-02,BAR,MISSISSIPPI R.,NEW ORLEANS,ECUADOR,2 O/B,25635,1,BAR,MISSISSIPPI R.
2023-01-30,BARANEE NAREE,MISSISSIPPI R.,NEW ORLEANS,GUATEMALA,2,6975,1,BARANEE NAREE,MISSISSIPPI R.
2023-02-01,BARANEE NAREE,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,1,5181,1,BARANEE NAREE,MISSISSIPPI R.
2023-08-07,BARILOCHE,MISSISSIPPI R.,NEW ORLEANS,REP S AFRICA,2 O/B,15198,1,BARILOCHE,MISSISSIPPI R.
2023-11-25,BARROW ISLAND,S. ATLANTIC,TOLEDO,SAUDI ARABIA,2 O/B,50901,1,BARROW ISLAND,S. ATLANTIC
2023-10-14,BASIC ADVENTURER,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,72771,1,BASIC ADVENTURER,MISSISSIPPI R.
2023-03-27,BASIC GLORY,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69298,1,BASIC GLORY,MISSISSIPPI R.
2023-05-11,BASIC VICTORY,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68168,1,BASIC VICTORY,COLUMBIA R.
2023-11-12,BASIC VICTORY,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68009,1,BASIC VICTORY,COLUMBIA R.
2023-06-21,BBC JUPITER,MISSISSIPPI R.,NEW ORLEANS,VENEZUELA,2 O/B,13945,1,BBC JUPITER,MISSISSIPPI R.
2023-06-22,BBC JUPITER,MISSISSIPPI R.,NEW ORLEANS,VENEZUELA,2 O/B,3740,1,BBC JUPITER,MISSISSIPPI R.
2023-12-04,BBC PLUTO,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,13205,1,BBC PLUTO,MISSISSIPPI R.
2023-12-06,BBC PLUTO,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,12431,1,BBC PLUTO,MISSISSIPPI R.
2023-10-30,BBC SATURN,N. TEXAS,LEAGUE CITY,ERITREA,2 O/B,33001,1,BBC SATURN,N. TEXAS
2023-08-23,BBC UTAH,DULUTH-SUP,TOLEDO,ITALY,2 O/B,10015,1,BBC UTAH,DULUTH-SUP
2023-01-15,BBG CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,TAIWAN,2 O/B,51607,1,BBG CONFIDENCE,MISSISSIPPI R.
2023-02-17,BBG GUIGANG,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,68449,1,BBG GUIGANG,MISSISSIPPI R.
2023-02-21,BBG HEZHOU,N. TEXAS,LEAGUE CITY,CHINA,2 O/B,56319,1,BBG HEZHOU,N. TEXAS
2023-10-21,BBG INTEGRITY,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68113,1,BBG INTEGRITY,COLUMBIA R.
2023-01-14,BBG LAIBIN,PUGET SOUND,PACIFICNW,CHINA,2 O/B,71250,1,BBG LAIBIN,PUGET SOUND
2023-02-05,BBG LIUZHOU,MISSISSIPPI R.,NEW ORLEANS,ITALY,2 O/B,72404,1,BBG LIUZHOU,MISSISSIPPI R.
2023-05-27,BBG TIESHAN,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,71400,1,BBG TIESHAN,MISSISSIPPI R.
2023-11-05,BEGONIA,S. ATLANTIC,TOLEDO,CHINA,2 O/B,52981,1,BEGONIA,S. ATLANTIC
2023-12-20,BEI LUN 17,S. TEXAS,LEAGUE CITY,CHINA,2 O/B,57599,1,BEI LUN 17,S. TEXAS
2023-05-15,BEIJING VENTURE,MISSISSIPPI R.,NEW ORLEANS,JAPAN,3 O/B,47166,1,BEIJING VENTURE,MISSISSIPPI R.
2023-01-17,BEKS MUNEVVER,MISSISSIPPI R.,NEW ORLEANS,BANGLADESH,2 O/B,57678,1,BEKS MUNEVVER,MISSISSIPPI R.
2023-06-12,BEKS SEZIN,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,"2 O/B, 4",34689,2,BEKS SEZIN,MISSISSIPPI R.
2023-09-29,BEKS SEZIN,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,41119,2,BEKS SEZIN,MISSISSIPPI R.
2023-11-02,BEKS SEZIN,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,47708,1,BEKS SEZIN,MISSISSIPPI R.
2023-11-27,BEKS SEZIN,MISSISSIPPI R.,NEW ORLEANS,COLOMBIA,2 O/B,49224,1,BEKS SEZIN,MISSISSIPPI R.
2023-08-02,BELAFONTE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,39116,1,BELAFONTE,COLUMBIA R.
2023-08-03,BELAFONTE,COLUMBIA R.,PACIFICNW,PHILIPPINES,2 O/B,18748,1,BELAFONTE,COLUMBIA R.
2023-12-29,BELAJA,N. TEXAS,LEAGUE CITY,CHINA,2 O/B,51999,1,BELAJA,N. TEXAS
2023-08-03,BELFAST,COLUMBIA R.,PACIFICNW,VIETNAM,2 O/B,16500,1,BELFAST,COLUMBIA R.
2023-08-05,BELFAST,COLUMBIA R.,PACIFICNW,"MALAYSIA, VIETNAM",2 O/B,37812,2,BELFAST,COLUMBIA R.
2023-11-01,BELGRANO,COLUMBIA R.,PACIFICNW,CHINA,2 O/B,68435,1,BELGRANO,COLUMBIA R.
2023-11-04,BELGUARDIAN,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,17050,2,BELGUARDIAN,MISSISSIPPI R.
2023-11-05,BELGUARDIAN,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,13874,1,BELGUARDIAN,MISSISSIPPI R.
2023-06-23,BELITA,MISSISSIPPI R.,NEW ORLEANS,JAPAN,"1, 2, 2 O/B, 3 O/B",50399,4,BELITA,MISSISSIPPI R.
2023-10-08,BELLE LUNE,COLUMBIA R.,PACIFICNW,KOREA REP,1,6270,1,BELLE LUNE,COLUMBIA R.
2023-10-09,BELLE LUNE,COLUMBIA R.,PACIFICNW,KOREA REP,1,550,1,BELLE LUNE,COLUMBIA R.
2023-10-10,BELLE LUNE,COLUMBIA R.,PACIFICNW,KOREA REP,1,31790,2,BELLE LUNE,COLUMBIA R.
2023-01-27,BELLE MER,COLUMBIA R.,PACIFICNW,JAPAN,2 O/B,34087,2,BELLE MER,COLUMBIA R.
2023-11-29,BELLIGHT,EAST GULF,NEW ORLEANS,ITALY,2 O/B,53037,1,BELLIGHT,EAST GULF
2023-05-25,BELLIGHT,MISSISSIPPI R.,NEW ORLEANS,EGYPT,2 O/B,32829,1,BELLIGHT,MISSISSIPPI R.
2023-02-20,BELMONT,MISSISSIPPI R.,NEW ORLEANS,HONDURAS,2 O/B,48864,2,BELMONT,MISSISSIPPI R.
2023-03-14,BELMONT,MISSISSIPPI R.,NEW ORLEANS,COSTA RICA,2 O/B,46652,2,BELMONT,MISSISSIPPI R.
2023-08-11,BELNIPPON,MISSISSIPPI R.,NEW ORLEANS,ITALY,SG,54999,1,BELNIPPON,MISSISSIPPI R.
2023-05-11,BELTIDE,MISSISSIPPI R.,NEW ORLEANS,NICARAGUA,2 O/B,43385,1,BELTIDE,MISSISSIPPI R.
2023-12-08,BENJAMIN CONFIDENCE,MISSISSIPPI R.,NEW ORLEANS,EL SALVADOR,2 O/B,20116,1,BENJAMIN CONFIDENCE,MISSISSIPPI R.
2023-05-14,BERGE CATHERINE,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57750,1,BERGE CATHERINE,MISSISSIPPI R.
2023-06-21,BERGE NAMULI,COLUMBIA R.,PACIFICNW,KOREA REP,1,1562,2,BERGE NAMULI,COLUMBIA R.
2023-06-22,BERGE NAMULI,COLUMBIA R.,PACIFICNW,KOREA REP,1,34694,2,BERGE NAMULI,COLUMBIA R.
2023-06-23,BERGE NAMULI,COLUMBIA R.,PACIFICNW,KOREA REP,1,14025,1,BERGE NAMULI,COLUMBIA R.
2023-10-16,BERGE SCAFELL PIKE,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,21216,1,BERGE SCAFELL PIKE,MISSISSIPPI R.
2023-11-11,BERLINDA,MISSISSIPPI R.,NEW ORLEANS,BANGLADESH,2 O/B,57807,1,BERLINDA,MISSISSIPPI R.
2023-04-22,BERNIS,MISSISSIPPI R.,NEW ORLEANS,DOMINICN REP,2 O/B,32597,3,BERNIS,MISSISSIPPI R.
2023-04-03,BETTYS PERFECTION,COLUMBIA R.,PACIFICNW,VIETNAM,2 O/B,11092,1,BETTYS PERFECTION,COLUMBIA R.
2023-04-04,BETTYS PERFECTION,COLUMBIA R.,PACIFICNW,"INDONESIA, VIETNAM",2 O/B,46051,2,BETTYS PERFECTION,COLUMBIA R.
2023-02-28,BETULA ARROW,S. ATLANTIC,TOLEDO,CHINA,2 O/B,51319,1,BETULA ARROW,S. ATLANTIC
2023-11-15,BLACKY,TOLEDO,TOLEDO,PORTUGAL,5 O/B,19737,1,BLACKY,TOLEDO
2023-10-01,BLOCK ISLAND,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,57576,1,BLOCK ISLAND,MISSISSIPPI R.
2023-01-11,BLUE BALESTIER,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,6529,1,BLUE BALESTIER,MISSISSIPPI R.
2023-01-13,BLUE BALESTIER,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,24328,1,BLUE BALESTIER,MISSISSIPPI R.
2023-01-29,BLUE BALESTIER,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,25445,1,BLUE BALESTIER,MISSISSIPPI R.
2023-02-19,BLUE BALESTIER,MISSISSIPPI R.,NEW ORLEANS,PANAMA,2 O/B,21079,3,BLUE BALESTIER,MISSISSIPPI R.
2023-06-15,BLUE BOSPORUS,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,67769,1,BLUE BOSPORUS,MISSISSIPPI R.
2023-03-30,BLUMENAU,MISSISSIPPI R.,NEW ORLEANS,CHINA,2 O/B,69289,1,BLUMENAU,MISSISSIPPI R.
2023-07-18,BOLIVAR,MISSISSIPPI R.,NEW ORLEANS,MEXICO,2 O/B,32080,2,BOLIVAR,MISSISSIPPI R.
2023-07-30,BOLIVAR,S. TEXAS,LEAGUE CITY,REP S AFRICA,2 O/B,30941,1,BOLIVAR,S. TEXAS
