IMO,VesselName,TotalVoyages,CompleteVoyages,AvgInboundDurationHours,AvgOutboundDurationHours,AvgPortDurationHours,AvgVesselUtilizationPct,MostFrequentDischargeTerminal,TotalCargoEstimateTonnes,AvgCargoPerVoyageTonnes
9660097,Lowlands Breeze,8,7,50.50,58.27,82.06,41.3,Zen-Noh,,
9660126,Atlantic Spirit,8,8,128.72,49.14,113.41,52.5,AST Chalmette Buoys,,
9660358,Amazon Victory,7,7,80.86,13.81,39.59,30.1,Plains St James,,
9660360,Amazon Virtue,6,6,106.64,11.32,50.89,36.3,Plains St James,,
9660516,Bahri Arasco,2,2,12.83,68.81,307.86,81.7,ARTCO 110-111 Buoys,,
9660554,Bahri Trader,1,1,44.10,339.67,151.82,28.3,ADM Destrehan Buoys,,
9660566,Anglo Barinthus,1,1,46.97,13.62,32.07,34.6,Convent Marine Terminal,,
9660578,Anglo Red,1,1,78.55,33.97,71.97,39.0,Dreyfuss,,
9660592,Medi Yokohama,3,3,43.54,43.18,95.73,55.9,IMT Coal,,
9660607,Medi Manila,2,2,49.33,227.22,84.77,26.4,AST Chalmette Slip,,
9660619,Akti,2,1,17.98,32.62,182.75,78.3,Reserve Buoys,,
9660621,Western Honolulu,1,1,1180.02,5.48,146.17,11.0,Cenex Harvest States,,
9660657,Stenaweco Venture,1,1,21.72,5.57,64.50,70.3,Phillips 66 Alliance,,
9661091,Sitc Hengshan,1,1,172.37,13.08,25.03,11.9,Zen-Noh,,
9661106,Prodigy,2,2,121.33,13.91,31.56,19.5,Zen-Noh,,
9661211,Phaidra,6,6,98.92,12.03,42.79,35.9,Convent Marine Terminal,,
9661223,Electra,1,1,196.70,,,,,,
9661235,Marjorie K,5,5,41.47,10.18,62.38,53.1,IMTT,,
9661247,Julia L,5,5,34.35,86.66,38.01,36.4,Aramco Convent,,
9662320,Dodo,11,10,42.17,27.75,70.17,51.0,Dreyfuss,,
9662332,Cano,3,3,131.93,10.16,38.54,30.4,ADM Destrehan,,
9662370,Maple Star,17,16,129.23,58.17,54.60,27.9,ADM Destrehan,,
9662423,Asl Luna,4,4,221.67,39.39,39.61,22.8,Cargill Reserve,,
9662447,Zoe,4,3,123.29,90.12,132.73,35.0,AST Arabi Dolphins,,
9663099,Gh Danzero,3,3,153.92,35.51,96.81,39.0,AST Meraux Buoys,,
9663104,Gh Storm Cat,4,4,179.74,93.98,185.33,53.3,Zen-Noh,,
9663116,Clipper Kythira,1,1,176.40,5.60,115.63,38.9,Cenex Harvest States,,
9663128,Clipper Kalavryta,7,7,125.52,49.46,56.83,25.1,Zen-Noh,,
9663178,Sheng De Hai,3,3,140.29,11.13,127.00,59.9,UBT Davant,,
9663180,Sheng Ning Hai,3,3,30.70,8.41,54.02,57.5,ADM Destrehan Buoys,,
9663233,Al Wathba,1,1,29.45,13.03,65.53,60.7,Convent Marine Terminal,,
9663245,Clear Sky,7,6,112.32,63.65,95.81,33.0,Zen-Noh,,
9663269,Ipanema Beach,3,3,87.44,67.06,60.34,36.9,Nashville Ave,,
9663271,Ince Point,6,6,87.02,37.27,59.94,30.7,ADM Reserve,,
9663312,Nord Kitan,5,5,143.20,74.52,92.07,38.1,AST Chalmette Buoys,,
9663324,Silver,1,1,288.98,9.83,47.92,13.8,ADM Destrehan,,
9663336,Peace Garden,3,3,133.88,35.64,38.15,25.6,ADM Destrehan,,
9663350,Peace Pearl,2,2,219.34,9.27,80.17,31.2,Cargill Westwego,,
9663362,Agri Bright,1,1,153.75,16.67,142.63,45.6,Copper Darrow Buoys,,
9663623,Alicia,4,4,149.08,10.66,59.34,31.0,ADM AMA,,
9663635,Astoria,2,2,109.73,10.40,59.59,34.2,Zen-Noh,,
9663702,Qing Feng Ling,4,4,17.24,168.58,60.56,41.8,Violet Dock (idle),,
9663738,Lentikia,6,5,70.67,27.34,54.19,40.0,Copper Darrow Buoys,,
9663740,Cielo Divirgingorda,3,3,183.43,118.28,91.54,25.0,AST St James Buoys,,
9663776,Cielo Di Valparaiso,1,1,36.38,5.00,83.28,66.8,MGMT,,
966377600,Cielo Di Valparaiso,6,6,126.89,11.93,53.28,35.2,Cargill Westwego,,
9663817,Fuat Bey,3,3,93.41,140.89,74.23,25.2,Copper Dockside Buoys,,
9664720,Gladys W,6,6,42.53,12.56,40.92,41.9,Valero St Charles,,
9664926,Kennington,81,81,104.58,6.20,142.72,91.8,Phillips 66 Alliance,,
9664938,Kilburn,21,21,101.59,13.88,105.76,69.2,Dow Plaquemine,,
9664952,Andreas Petrakis,1,1,304.77,13.33,41.73,11.6,Zen-Noh,,
9665360,Ssi Dignity,4,3,20.20,152.01,159.31,51.4,AST Globalplex,,
9665554,Sentinel,1,1,49.55,429.50,10.87,2.2,AST St James Buoys,,
9665669,Christa Schulte,3,2,12.98,8.22,19.75,48.5,Nashville Ave,,
9665671,Clemens Schulte,2,2,9.64,18.12,10.93,27.7,Nashville Ave,,
9665683,Carl Schulte,3,3,9.89,18.11,18.35,38.8,Nashville Ave,,
9665700,Id Pioneer,3,3,64.98,47.76,104.27,44.3,AST St James Buoys,,
9665841,Tiberius,2,2,202.83,,,,,,
9666027,Spring Cosmos,6,6,158.43,85.79,73.47,26.1,Waggaman Buoys,,
9666039,Spring Oasis,1,1,214.93,9.02,43.40,16.2,ADM AMA,,
9666041,Spring Rainbow,4,4,85.35,14.64,76.31,46.6,Vulcan St Rose,,
9666053,Spring Melody,5,5,108.01,75.60,132.35,57.4,7th Street,,
9666077,Stena Imperative,3,3,17.71,5.72,50.77,69.3,Phillips 66 Alliance,,
9666089,Stenaweco Impulse,2,2,25.88,10.66,38.62,51.4,Phillips 66 Alliance,,
9666443,African Lily,1,1,12.13,7.13,215.40,91.8,Louisiana Ave,,
9666510,Bulk Promise,60,60,65.52,13.18,143.30,80.6,Noranda Alumina,,
9666522,Afroessa,3,3,258.80,10.16,140.66,34.9,Nucor Steel,,
9666649,Pacific Dream,2,2,174.81,5.75,68.94,30.8,Cenex Harvest States,,
9667045,Midland Trader,3,3,89.76,8.93,53.53,42.6,ADM Destrehan,,
9667057,Hansa Baltica,8,8,84.14,23.82,98.23,45.4,ADM Destrehan,,
9667095,Oceana,1,1,167.62,39.17,17.35,7.7,Zen-Noh,,
9667112,Palona,3,3,151.41,23.84,130.82,42.6,Cargill Westwego,,
9667368,Kypros Land,2,2,225.17,26.38,78.45,27.1,Dreyfuss,,
9667435,Ultra Regina,2,2,115.73,106.68,82.53,29.9,Bunge Destrehan,,
9667447,Clipper Triton,1,1,8.58,695.52,26.70,3.7,UBT Davant,,
9667459,Amis Brave,4,4,138.43,9.95,95.61,45.4,Cargill Reserve,,
9667461,Stena Impression,5,4,59.32,9.99,43.35,42.3,Valero Meraux,,
9667485,Stena Imperial,5,5,148.39,10.57,111.70,68.3,IMTT,,
9667497,Stena Important,6,6,49.79,18.84,75.33,52.1,IMTT,,
9667576,Andalucia,4,4,57.61,6.69,59.60,53.1,Copper Dockside Buoys,,
9667588,Nordic Dalian,4,4,32.57,61.80,33.73,50.7,MGMT,,
9667722,Chise Bulker,5,4,121.76,8.42,55.96,37.2,Bunge Destrehan,,
9667746,Andes Queen,3,3,54.88,51.77,66.52,37.3,ADM Destrehan Buoys,,
9667758,Inca Queen,3,3,237.79,24.08,28.28,11.4,Zen-Noh,,
9667899,Tanikaze,3,2,141.43,13.45,41.15,39.4,Zen-Noh,,
9667928,Evinos,2,2,57.84,12.15,44.16,39.9,Exxon Baton Rouge,,
9667930,Glafkos,13,13,39.10,13.13,56.85,53.3,Shell Norco,,
9667942,Ardmore Endeavour,5,5,34.90,24.28,73.23,55.9,MPLX Garyville,,
9668063,Federal Lyra,2,2,28.32,152.62,192.41,57.5,AST St James Buoys,,
9668271,Pacific Harmony,6,6,168.92,9.54,72.05,36.0,Cargill Reserve,,
9668295,Ince Evrenye,1,1,31.12,169.38,66.13,24.8,Laplace Buoys,,
9668300,Ocean Joy,3,3,117.66,9.36,92.34,47.5,ADM Destrehan,,
9668312,Pacific Calm,1,1,36.93,4.82,54.12,56.4,MGMT,,
9668386,Clover,6,6,96.53,78.43,77.91,37.7,Zen-Noh,,
9668398,Marlin V,4,4,122.67,6.55,69.16,40.9,UBT Davant,,
9668403,Giorgos Dracopoulos,5,5,38.49,254.68,87.67,38.1,AST St James Buoys,,
9668556,Ultra Villarrica,5,5,124.06,88.12,84.68,27.4,7th Street,,
9668879,Atrotos Heracles,3,2,127.43,8.54,60.22,30.8,ADM Reserve,,
9668881,Alkimos Heracles,2,2,56.59,10.53,101.70,56.8,Bunge Destrehan,,
9668893,Majulah Harbourfront,1,1,24.50,6.27,130.92,81.0,AST Meraux Buoys,,
9668908,Teal Bulker,2,2,45.49,317.74,37.98,43.3,Laplace Buoys,,
9668910,Cooper Island,6,5,115.57,7.90,86.11,53.6,UBT Davant,,
9668922,Pelican Island,1,1,5.88,5.50,59.72,84.0,UBT Davant,,
9668934,Ultra Tolhuaca,3,3,61.12,14.03,32.46,32.8,ABT Burnside,,
9669378,Common Atlas,5,5,114.07,9.82,112.90,47.1,Nashville Ave,,
9669392,Sv Aurora,1,1,166.08,30.90,25.75,11.6,Zen-Noh,,
9669407,Symi,6,6,70.45,9.39,43.25,53.2,IMT Coal,,
9669615,Melbourne Spirit,4,4,135.15,8.27,76.01,50.4,Cargill Reserve,,
9669627,Tokyo Spirit,1,1,353.77,6.60,93.60,20.6,AST Meraux Buoys,,
9669653,Cielo Di Gaeta,2,2,149.26,12.25,37.97,59.9,MPLX Garyville,,
9669665,Cielo Di New York,1,1,16.30,9.97,33.08,55.7,IMTT,,
9669873,Bow Trajectory,13,12,58.78,41.64,50.16,35.8,Marathon Garyville,,
9669885,Bow Tribute,9,9,67.31,93.77,38.15,25.4,Cosmar Carville,,
9669897,Bow Trident,10,10,60.84,23.49,33.25,43.8,IMTT,,
9669902,Bow Triumph,11,11,93.91,72.11,32.44,30.6,Americas Styrenics,,
9669914,Green Planet,7,7,47.97,17.06,45.12,42.0,MPLX Garyville,,
9669926,Green Sea,2,2,81.43,8.22,76.07,51.3,AST Globalplex,,
9669938,Sti Duchessa,6,6,33.32,13.99,40.61,48.9,Shell Norco,,
9669940,Sti Opera,2,2,19.49,9.98,34.30,53.4,Valero St Charles,,
9669976,Ahsoka,3,3,106.70,181.51,21.01,8.8,Cargill Westwego,,
9670418,Cs Celeste,4,4,153.63,152.59,146.47,47.0,Copper Dockside Buoys,,
9670420,Ben Nevis,7,7,110.74,27.93,53.02,34.1,Cargill Reserve,,
9670743,Venture Luck,1,1,45.35,9.57,38.53,41.2,ADM Destrehan,,
9670767,Cetus Orca,1,1,11.13,254.53,66.77,20.1,AST Chalmette Buoys,,
9670779,Venture Spirit,2,2,64.06,6.03,40.41,39.2,UBT Davant,,
9670781,Cetus Omura,2,2,66.38,15.02,50.22,38.8,ABT Burnside,,
9670808,Zhongchang Zhoushan,1,1,105.95,108.73,0.40,0.2,Dreyfuss,,
9670810,Shao Shan 8,2,1,332.53,13.78,28.17,7.5,Cargill Westwego,,
9670846,Htc Charlie,4,4,151.76,8.54,61.43,30.9,Bunge Destrehan,,
9670901,Aeolos,7,6,80.19,36.17,93.17,46.9,Cooper Dockside Buoys,,
9670925,Oceanus,5,4,132.60,72.50,106.94,42.3,Copper Darrow Buoys,,
9671060,Federal Churchill,3,3,189.63,50.32,30.80,11.7,Copper Darrow Buoys,,
9671072,Federal Clyde,2,1,38.87,11.93,94.63,65.1,Cargill Westwego,,
9671084,Federal Columbia,2,2,122.06,132.86,134.49,37.9,Laplace Buoys,,
9671096,Federal Caribou,2,1,14.12,9.35,55.47,70.3,ADM Destrehan Buoys,,
9671101,Federal Cedar,5,5,132.45,34.13,61.09,34.2,Cenex Harvest States,,
9671802,Haoyue,2,2,370.92,10.30,65.68,18.9,Bunge Destrehan,,
9671814,Aeolian Arrow,5,5,137.33,21.82,136.42,46.7,AST St James Buoys,,
9671826,Alpha Hero,3,3,97.42,15.67,89.95,50.2,Port of Baton Rouge,,
9671838,Alpha Legacy,2,2,200.81,26.97,49.46,19.2,Bunge Destrehan,,
9672040,Kmarin Busan,4,4,36.60,59.06,81.39,50.6,ADM Destrehan Buoys,,
9672052,Kmarin Ulsan,4,4,65.47,72.91,64.22,32.2,Cargill Westwego,,
9672208,Es Venus,2,2,96.55,8.12,68.90,52.3,Bunge Destrehan,,
9672210,Es Uranus,1,1,49.32,9.78,82.93,58.4,Cargill Westwego,,
9672222,Daiwan Champion,3,3,17.88,7.99,77.74,70.2,AST Chalmette Slip,,
9672234,Daiwan Dolphin,1,1,41.68,9.75,26.22,33.8,ADM Destrehan,,
9672870,Zhonghaihuarun 1,1,1,28.47,239.72,361.23,57.4,AST Globalplex,,
9673202,Orient Genesis,3,2,146.92,17.38,51.69,30.1,Zen-Noh,,
9673513,W Jade,1,1,10.33,36.77,56.92,54.7,AST Meraux Buoys,,
9673604,Queen Flower,1,1,180.18,6.23,41.52,18.2,Cenex Harvest States,,
9673678,Fairchem Sword,6,6,57.54,48.97,61.89,40.4,KMI Harvey,,
9673757,Vsc Poseidon,1,0,,,,,Zen-Noh,,
9673824,Centaurus Ocean,2,2,364.04,13.62,83.79,18.0,Convent Marine Terminal,,
9673836,Puppis Ocean,2,1,227.37,11.18,60.82,20.3,Cargill Reserve,,
9674218,Bubba Boosh,4,4,190.33,12.29,103.68,36.1,AST Meraux Buoys,,
9674361,Pola Onega,4,4,82.73,30.48,35.33,29.1,Dreyfuss,,
9674373,Pola Uglich,3,3,94.10,59.41,125.16,53.9,ADM Destrehan Buoys,,
9674397,Pola Palekh,1,1,9.93,234.80,114.30,31.8,Violet Dock (idle),,
9674517,Apl Danube,17,17,19.17,10.64,23.72,53.0,Nashville Ave,,
9674529,Cma Cgm Elbe,15,15,19.20,11.49,24.90,53.7,Nashville Ave,,
9674531,Cma Cgm Loire,5,5,31.72,8.58,25.58,57.7,Nashville Ave,,
9674543,Cma Cgm Rhone,3,3,10.72,7.73,29.70,61.2,Nashville Ave,,
9674555,Cma Cgm Tage,8,8,22.97,8.19,29.17,57.0,Nashville Ave,,
9674567,Cma Cgm Thames,8,8,18.26,7.78,25.43,57.7,Nashville Ave,,
9674713,High Freedom,1,1,58.85,11.03,38.75,35.7,Valero St Charles,,
9674725,High Discovery,10,8,82.19,10.69,39.57,39.2,Phillips 66 Alliance,,
9674763,Beatrice,3,3,266.54,135.06,49.98,25.1,Cargill Molasses,,
9674775,Clarice,2,1,88.65,210.90,0.25,0.1,IMTT,,
9674787,Pacific Bulker,9,9,73.70,15.80,76.19,49.0,Reserve Buoys,,
9674799,Atlantic Bulker,3,3,80.14,129.29,76.61,27.1,Cargill Westwego,,
9674804,Cape Gull,2,2,129.27,,,,,,
9674933,Stellina,3,3,63.51,8.48,48.23,43.5,Cenex Harvest States,,
9675066,Happy Albatross,2,2,25.84,17.64,43.88,53.8,Shell Norco,,
9675078,Zoe Schulte,1,1,72.55,16.73,93.83,51.2,Placid Oil,,
9675080,Taugas,3,3,27.54,39.47,37.56,38.9,Dow Plaquemine,,
9675262,Volos,2,2,159.52,9.35,33.53,24.6,Zen-Noh,,
9675274,Santa Regina,1,1,118.50,13.10,37.77,22.3,Zen-Noh,,
9675456,Sasebo Eco,5,5,72.07,8.51,58.45,51.8,AST Meraux Buoys,,
9675559,Gardenia K,2,2,42.00,7.43,229.21,71.7,AGG,,
967555900,Gardenia K,2,2,117.29,10.55,27.57,27.3,ADM Destrehan,,
9675597,Saint Myron,2,1,26.48,6.62,189.93,85.2,ADM Destrehan,,
9675602,Kypros Sea,3,3,60.29,255.44,170.28,37.6,AST St James Buoys,,
9675729,Ocean Journey,7,7,86.90,8.03,61.34,55.7,Nashville Ave,,
9675731,Inland Sea,11,10,79.28,19.07,56.86,42.4,Cenex Harvest States,,
9675743,Ultra Cory,1,1,182.33,,,,,,
9675755,Spring Sky,2,2,92.14,13.05,141.33,57.6,Copper Darrow Buoys,,
9675767,Sailing Sky,4,4,187.93,10.73,36.57,24.4,Zen-Noh,,
9675779,Santa Maria,5,5,29.58,124.75,105.94,47.0,Nashville Ave,,
9675781,Cl Belle,1,1,189.47,9.17,59.80,23.1,Cargill Westwego,,
9676084,Vsc Castor,1,0,,,,,ABT Burnside Buoys,,
9676101,Tern Bulker,1,1,10.00,278.20,118.82,29.2,AST Chalmette Buoys,,
9676113,Ultra Lion,4,4,164.28,91.10,116.85,31.3,ABT Burnside Buoys,,
9676228,Penelope M,3,3,175.34,,,,,,
9676515,Green Sky,3,3,94.35,14.97,43.38,39.2,Exxon Baton Rouge,,
9676591,Eckert Oldendorff,3,3,82.81,13.09,28.79,26.2,ADM Destrehan,,
9676606,Emma Oldendorff,9,8,72.92,31.29,80.70,41.0,Drax Biomass,,
9676618,Eibe Oldendorff,9,9,119.18,9.42,71.78,38.3,ADM Destrehan,,
9676711,Max Schulte,2,2,9.85,7.01,41.11,63.5,Nashville Ave,,
9677026,Kea,6,6,10.68,14.69,33.55,55.0,Nashville Ave,,
9677076,Norwegian Escape,14,14,8.79,7.95,12.95,41.9,Julia St,,
9677313,Gamsunoro,1,1,82.07,11.93,81.97,46.6,IMTT,,
9677325,Sheng He Hai,2,2,95.47,,,,,,
9677387,Valadon,1,1,174.13,14.30,38.77,17.1,Zen-Noh,,
9678329,Navios La Paix,12,12,134.22,138.85,104.27,31.0,Reserve Buoys,,
9679139,Sagar Kanya,1,1,9.88,276.30,78.18,21.5,Cooper Dockside Buoys,,
9679282,Tomorrow,16,15,81.20,39.52,53.99,39.7,Zen-Noh,,
9679385,Htc Delta,8,8,123.98,23.76,105.03,53.6,Copper Dockside Buoys,,
9679672,Ceex Leader,1,1,247.10,10.60,44.47,14.7,ADM AMA,,
9679799,Csk Longevity,1,0,,,,,,,
9680073,Stolt Pride,12,12,67.42,98.48,39.65,29.8,Stolthaven,,
9680085,Stolt Sincerity,12,11,20.86,110.38,40.73,35.9,KMI Harvey,,
9680097,Stolt Integrity,15,14,17.57,93.01,31.69,31.4,Stolthaven,,
9680102,Stolt Tenacity,13,12,51.17,71.88,35.55,31.0,Stolthaven,,
9680114,Stolt Loyalty,12,11,30.78,90.82,30.28,23.4,Stolthaven,,
9680360,Sakizaya Champion,1,1,293.57,5.90,79.85,21.1,UBT Davant,,
9681106,Sti Texas City,2,2,67.62,11.40,37.94,32.5,Marathon Garyville,,
9681118,Sti Meraux,2,2,40.72,18.76,49.14,46.7,Valero Meraux,,
9681120,Sti San Antonio,9,9,46.36,32.74,40.16,45.5,Exxon Baton Rouge,,
9681132,Sti Benicia,3,3,93.20,11.15,31.61,32.9,Marathon Garyville,,
9681144,Sti St Charles,3,2,28.20,13.10,61.13,60.6,Exxon Baton Rouge,,
9681156,Sti Memphis,4,4,53.31,12.78,59.37,50.5,Exxon Baton Rouge,,
9681168,Beryl,11,11,68.36,21.25,56.95,47.9,Valero Meraux,,
9681170,Quartz,16,16,42.85,18.28,50.67,49.4,Valero Meraux,,
9681390,Sti Venere,1,1,69.17,11.45,39.50,32.9,MPLX Garyville,,
9681493,Navigation Ol,2,2,34.52,8.38,62.18,61.9,ADM AMA,,
9681508,Endurance Sw,3,3,46.41,95.51,71.70,47.5,AST Meraux Buoys,,
9681546,Aeriko,1,1,163.15,191.18,182.52,34.0,AST St James Buoys,,
9681704,Martin Island,3,3,61.19,66.48,36.58,23.4,AST Arabi Dolphins,,
9681845,High Voyager,2,2,21.96,84.64,61.29,39.7,PBF Chalmette,,
9681857,High Loyalty,2,2,63.37,108.53,30.62,17.1,Port of Baton Rouge,,
9681871,Navision Vincentz,1,1,130.90,15.12,93.30,39.0,Copper Darrow Buoys,,
9681883,Erradale,3,3,78.74,9.21,77.47,48.0,ADM Destrehan,,
9681895,Erisort,7,7,188.16,8.17,100.09,40.2,ADM Destrehan,,
9681950,Gerdt Oldendorff,1,1,161.93,13.10,24.02,12.1,Zen-Noh,,
9682239,Bw Merlin,1,1,71.87,6.00,111.40,58.9,Violet Dock (idle),,
9682241,Bw Osprey,6,5,64.61,9.22,48.12,47.7,Marathon Garyville,,
9682265,Celtic Gas,1,1,30.98,8.75,18.40,31.7,Occidental Taft,,
9682318,Silver Ginny,5,5,39.18,27.06,42.41,51.5,Stolthaven,,
9682320,Silver Valerie,8,8,37.74,11.47,76.12,54.9,MPLX Garyville,,
9682332,Silver Orla,3,2,34.77,11.11,41.49,47.5,Shell Norco,,
9682344,Silver Monika,10,9,68.68,40.30,88.54,55.1,PBF Chalmette,,
9682356,Silver Emily,5,5,41.31,12.50,35.76,40.6,Marathon Garyville,,
9682368,Silver Cindy,2,2,30.29,54.08,49.90,40.7,Stolthaven,,
968236800,Silver Cindy,4,4,64.50,28.03,65.84,50.7,Exxon Baton Rouge,,
9682370,Silver Carolyn,4,4,44.81,14.76,40.13,50.9,Exxon Baton Rouge,,
9682382,Silver Carla,5,5,41.61,22.79,40.74,43.9,Phillips 66 Alliance,,
9682394,Silver Amanda,1,1,46.28,15.90,78.23,55.7,Dow Missouri,,
9682409,Silver Hannah,5,4,24.83,12.84,52.59,56.3,Valero St Charles,,
9682459,Polaris,2,2,48.20,10.01,90.55,59.8,KMI Harvey,,
9682461,Vela,3,3,39.59,35.61,85.51,54.7,KMI Harvey,,
9682576,Maran Gas Leto,1,1,42.22,,,,,,
9682772,African Dove,1,1,273.20,8.63,52.00,15.6,AST Chalmette Buoys,,
9682837,Themistocles,3,3,82.96,20.39,68.69,37.8,ADM AMA,,
9682887,Sea Bliss,1,1,25.50,11.92,66.05,63.8,RAIN Chalmette,,
9682930,Silvergate,1,1,230.38,9.30,67.82,22.1,Cargill Westwego,,
9682966,Double Miracle,1,1,7.58,5.82,71.97,84.3,IMT Coal,,
9682978,Effie Maersk,1,1,117.40,,,,,,
9682980,British Heritage,1,1,50.05,9.48,50.50,45.9,Valero St Charles,,
9682992,British Tradition,2,2,34.26,109.98,53.95,32.6,Valero St Charles,,
9683001,Kmarin Respect,1,1,15.13,22.47,32.52,46.4,MPLX Garyville,,
9683025,Kmarin Reliance,2,2,36.33,10.72,52.13,53.6,Valero St Charles,,
9683037,Kmarin Resource,3,3,224.03,17.79,40.96,53.1,Ergon St James,,
9683049,Kmarin Rigour,4,4,39.25,28.41,39.61,45.7,Ergon St James,,
9683051,Kmarin Resolution,1,1,20.83,10.87,34.95,52.4,Ergon St James,,
9683128,Bulk Bequia,3,3,158.96,321.50,113.35,25.1,ARTCO 110-111 Buoys,,
9683130,Bulk Atacama,8,7,96.06,39.99,76.24,39.6,ADM AMA,,
9683336,Silver Esther,7,6,58.65,99.65,44.06,36.4,Blackwater Westwego,,
9683348,Silver Gertrude,8,6,35.21,8.19,80.88,65.7,Shell Norco,,
9683350,Silver Stacie,6,5,42.04,39.15,70.98,61.3,Blackwater Westwego,,
9683362,Silver Gwen,7,7,54.86,17.23,54.55,43.0,Marathon Garyville,,
9683374,Silver London,5,5,34.18,18.62,48.74,44.7,Cargill Molasses,,
9683386,Silver Hague,1,1,35.73,31.50,40.50,37.6,Shell Norco,,
9683398,Silver Rotterdam,4,3,42.69,10.52,47.18,47.3,Shell Norco,,
9683403,Silver Houston,6,6,50.94,19.61,41.64,39.0,Shell Norco,,
9683415,Silver Linda,3,3,50.68,10.87,49.31,46.5,Marathon Garyville,,
9683427,Silver Dubai,11,10,62.27,48.62,41.27,36.6,PBF Chalmette,,
9683439,Josco Dezhou,2,1,318.22,,,,Nashville Ave,,
9683984,Stenaweco Energy,5,5,76.53,11.06,39.33,38.5,Phillips 66 Alliance,,
9684213,Hopa,5,5,109.99,80.60,71.25,37.4,Cenex Harvest States,,
9684225,Star Mistral,2,2,7.60,7.18,54.42,78.7,Nashville Ave,,
9684469,Cl Edi,2,2,22.23,8.47,55.58,63.5,Convent Marine Terminal,,
9684471,Cl Daisy,2,2,90.42,59.32,129.41,50.7,ADM Reserve,,
9685097,Bbc Louise,2,2,44.84,6.63,42.27,71.8,AST Chalmette Slip,,
9685463,Stena Imagination,4,4,79.13,10.20,70.83,47.1,Phillips 66 Alliance,,
9685475,Stena Immortal,4,3,79.77,14.43,92.07,53.6,Blackwater Westwego,,
9685619,Ocean Ibis,6,6,72.15,54.96,43.82,38.0,Nashville Ave,,
9685621,Lunita,4,3,53.72,9.28,59.25,53.3,Nashville Ave,,
9685633,Ellenita,4,4,254.92,11.41,64.30,28.9,Zen-Noh,,
9686338,Strategic Savannah,7,7,113.97,41.40,69.93,36.7,ADM Destrehan,,
9686546,Young Harmony,3,3,68.14,15.94,64.17,52.8,7th Street,,
9686649,Front Cougar,2,2,75.50,11.97,48.05,35.6,MPLX Mt Airy,,
9686699,Sti Virtus,4,4,22.63,24.00,28.13,36.0,Marathon Garyville,,
9686704,Sti Aqua,1,0,,,,,Valero St Charles,,
9686716,Sti Dama,2,2,58.09,11.35,33.90,38.3,Valero St Charles,,
9686728,Sti Regina,7,7,65.12,19.29,47.76,40.4,Shell Norco,,
9686742,Sti Tribeca,1,1,65.60,7.78,45.17,38.1,Valero Meraux,,
9686754,Sti Soho,2,2,21.85,37.03,37.02,44.4,KMI Harvey,,
9686766,Sti Gramercy,3,2,46.00,7.83,39.29,51.4,Valero Meraux,,
9686869,Sti Brixton,8,7,30.43,9.80,30.45,44.2,Pin Oak Mt Airy,,
9686900,Uasc Bubiyan,5,5,15.57,7.22,24.38,56.4,Nashville Ave,,
9686974,Sti Milwaukee,4,4,46.25,25.65,45.35,43.3,Shell Norco,,
9686986,Donga Triton,3,2,42.08,160.70,34.09,29.0,Marathon Garyville,,
9687069,Ghala,1,1,44.40,13.40,43.90,43.2,AST St James Buoys,,
9687071,Buna Arrow,1,1,154.22,,,,,,
9687083,Matsu Arrow,1,1,32.90,9.47,74.70,63.8,ADM Destrehan Buoys,,
9687100,Globe Aliki,2,1,37.38,8.97,135.47,74.5,ARTCO 110-111 Buoys,,
9687112,Spring Legend,2,1,77.52,8.85,75.50,46.6,Zen-Noh,,
9687136,Unity North,2,2,225.39,9.47,78.03,25.3,Cargill Reserve,,
9687148,Port Phillip Bay,2,2,76.01,30.38,25.32,13.0,ADM Destrehan Buoys,,
9687150,Unison Medal,2,2,126.26,9.49,87.58,45.3,AST Chalmette Buoys,,
9687198,Hai Chang,6,6,196.39,7.27,69.40,40.0,ARTCO 110-111 Buoys,,
9687203,Global Splendour,5,3,75.32,19.35,42.49,39.7,Zen-Noh,,
9687239,Nordic Odin,9,9,62.10,10.74,127.22,69.5,Noranda Alumina,,
9687485,Kaprijke,12,12,50.72,38.05,29.77,33.2,PCS Nitrogen,,
9687655,Global Hospitality,19,18,93.85,94.02,63.36,42.1,Zen-Noh,,
9687679,Oratorio,1,1,483.13,51.95,16.22,2.9,Zen-Noh,,
9687681,Scarlet Island,2,2,274.09,92.14,74.03,19.7,Zen-Noh,,
9687693,Scarlet Eagle,3,2,176.79,65.34,36.96,13.2,Zen-Noh,,
9687708,Mercury Rising,1,0,,,,,110 Buoys,,
9687710,Ranhil,6,5,80.41,43.78,124.32,49.6,Nucor Steel,,
9687746,Global Coral,2,2,192.39,6.90,80.98,26.8,ARTCO 110-111 Buoys,,
9687758,Global Vision,10,9,122.71,111.39,51.02,30.9,Nashville Ave,,
9687760,Global Vega,10,10,152.31,31.49,62.28,36.4,Nashville Ave,,
9687837,Btg Everest,1,1,479.58,11.35,23.60,4.6,Zen-Noh,,
9687849,Btg Kailash,1,1,354.08,609.68,117.98,10.9,AST St James Buoys,,
9687851,Btg Denali,3,3,177.64,10.33,107.09,39.2,AST St James Buoys,,
9688219,African Bateleur,5,5,60.14,51.59,69.26,42.5,AST Chalmette Buoys,,
9688221,African Blackbird,9,9,74.85,75.43,69.90,38.6,AST Chalmette Buoys,,
9688350,Sti Yorkville,4,3,45.11,9.23,64.06,64.4,Valero Meraux,,
